จังหวัด,ระดับ,หน่วยงาน,ขนาด,โครงสร้าง,ที่มาของขนาด,สี,obj
ชุมพร,กฟส,กฟส.ปำกน้ำชุมพร,S,เดิม (1 ต.ค. 2568),exact,"(0.847, 0.573, 0.733)",182
ชุมพร,กฟส,กฟส.ทุ่งตะโก,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",182
ชุมพร,กฟส,กฟส.ละแม,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",182
ชุมพร,กฟส,กฟส.ปำกน้ำหลังสวน,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",182
ชุมพร,กฟส,กฟส.ดอนยำง,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",182
ชุมพร,กฟส,กฟส.ปะทิว,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",182
ประจวบคีรีขันธ์,กฟส,กฟส.ปรำณบุรี,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",184
ประจวบคีรีขันธ์,กฟส,กฟส.เมืองประจวบคีรีขันธ์,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",184
ประจวบคีรีขันธ์,กฟส,กฟส.หนองพลับ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",184
ประจวบคีรีขันธ์,กฟส,กฟส.หัวหิน,L,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.431, 0.106, 0.416)",184
ประจวบคีรีขันธ์,กฟส,กฟส.ทับสะแก,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",184
ประจวบคีรีขันธ์,กฟส,กฟส.นิคมสร้างตนเองตำบลอ่าวน้อย,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",184
ประจวบคีรีขันธ์,กฟส,กฟส.ปำกน้ำปรำณ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",184
ประจวบคีรีขันธ์,กฟส,กฟส.สามร้อยยอด,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",184
ประจวบคีรีขันธ์,กฟส,กฟส.กุยบุรี,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",184
ประจวบคีรีขันธ์,กฟส,กฟส.บำงสะพำน,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",184
ประจวบคีรีขันธ์,กฟส,กฟส.บางสะพานน้อย,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",184
ประจวบคีรีขันธ์,กฟจ,กฟจ.ประจวบคีรีขันธ์,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",184
ประจวบคีรีขันธ์,กฟส,กฟส.ปรำณบุรี,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",184
ประจวบคีรีขันธ์,กฟส,กฟส.หนองพลับ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",184
ประจวบคีรีขันธ์,กฟส,กฟส.หัวหิน,L,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.431, 0.106, 0.416)",184
ประจวบคีรีขันธ์,กฟส,กฟส.ทับสะแก,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",184
ประจวบคีรีขันธ์,กฟส,กฟส.นิคมสร้างตนเองตำบลอ่าวน้อย,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",184
ประจวบคีรีขันธ์,กฟส,กฟส.ปำกน้ำปรำณ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",184
ประจวบคีรีขันธ์,กฟส,กฟส.สามร้อยยอด,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",184
ประจวบคีรีขันธ์,กฟส,กฟส.กุยบุรี,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",184
ประจวบคีรีขันธ์,กฟส,กฟส.บำงสะพำน,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",184
ประจวบคีรีขันธ์,กฟส,กฟส.บางสะพานน้อย,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",184
ระนอง,กฟจ,กฟจ.ระนอง,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",186
ระนอง,กฟส,กฟส.กะเปอร,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",186
ระนอง,กฟส,กฟส.กระบุรี,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",186
ระนอง,กฟส,กฟส.ละอุ่น,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",186
ระนอง,กฟส,กฟส.สุขสำรำญ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",186
ระนอง,กฟส,กฟส.เมืองระนอง,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",186
ระนอง,กฟส,กฟส.กะเปอร,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",186
ระนอง,กฟส,กฟส.กระบุรี,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",186
ระนอง,กฟส,กฟส.ละอุ่น,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",186
ระนอง,กฟส,กฟส.สุขสำรำญ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",186
สมุทรสงครำม,กฟจ,กฟจ.สมุทรสงครำม,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",189
สมุทรสงครำม,กฟส,กฟส.อัมพวำ,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",189
สมุทรสงครำม,กฟส,กฟส.บำงคนที,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",189
สมุทรสงครำม,กฟส,กฟส.เมืองสมุทรสงครำม,L,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.431, 0.106, 0.416)",189
สมุทรสงครำม,กฟส,กฟส.อัมพวำ,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",189
สมุทรสงครำม,กฟส,กฟส.บำงคนที,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",189
ภูเก็ต,กฟจ,กฟจ.ภูเก็ต,L,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.0, 0.439, 0.753)",191
ภูเก็ต,กฟส,กฟส.ถลำง,L,ใหม่ (1 ม.ค. 2569),exact,"(0.431, 0.106, 0.416)",191
ภูเก็ต,กฟส,กฟส.ป่าตอง,L,ใหม่ (1 ม.ค. 2569),exact,"(0.431, 0.106, 0.416)",191
ภูเก็ต,กฟส,กฟส.ฉลอง,S,ใหม่ (1 ม.ค. 2569),ใกล้เคียง (ตรวจซ้ำ),"(0.898, 0.714, 0.82)",191
ภูเก็ต,กฟส,กฟส.เกำะยำว,XS,ใหม่ (1 ม.ค. 2569),exact,"(0.996, 1.0, 0.996)",191
ภูเก็ต,กฟส,กฟส.ถลำง,L,เดิม (1 ต.ค. 2568),exact,"(0.431, 0.106, 0.416)",191
ภูเก็ต,กฟส,กฟส.เมืองภูเก็ต,L,เดิม (1 ต.ค. 2568),exact,"(0.431, 0.106, 0.416)",191
ภูเก็ต,กฟส,กฟส.ป่าตอง,L,เดิม (1 ต.ค. 2568),exact,"(0.431, 0.106, 0.416)",191
ภูเก็ต,กฟส,กฟส.ฉลอง,S,เดิม (1 ต.ค. 2568),ใกล้เคียง (ตรวจซ้ำ),"(0.898, 0.714, 0.82)",191
ภูเก็ต,กฟส,กฟส.เกำะยำว,XS,เดิม (1 ต.ค. 2568),exact,"(0.996, 1.0, 0.996)",191
กระบี่,กฟจ,กฟจ.กระบี่,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",195
กระบี่,กฟส,กฟส.เกำะลันตำ,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",195
กระบี่,กฟส,กฟส.เหนือคลอง,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",195
กระบี่,กฟส,กฟส.คลองท่อม,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",195
กระบี่,กฟส,กฟส.อ่าวลึก,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",195
กระบี่,กฟส,กฟส.เขำพนม,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",195
กระบี่,กฟส,กฟส.บ้านเกาะพีพี,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",195
กระบี่,กฟส,กฟส.ปลำยพระยำ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",195
กระบี่,กฟส,กฟส.ลำทับ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",195
กระบี่,กฟส,กฟส.อ่าวนาง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",195
กระบี่,กฟส,กฟส.เมืองกระบี่,L,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.431, 0.106, 0.416)",195
กระบี่,กฟส,กฟส.เกำะลันตำ,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",195
กระบี่,กฟส,กฟส.เหนือคลอง,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",195
กระบี่,กฟส,กฟส.คลองท่อม,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",195
กระบี่,กฟส,กฟส.อ่าวลึก,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",195
กระบี่,กฟส,กฟส.เขำพนม,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",195
กระบี่,กฟส,กฟส.บ้านเกาะพีพี,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",195
กระบี่,กฟส,กฟส.ปลำยพระยำ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",195
กระบี่,กฟส,กฟส.ลำทับ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",195
กระบี่,กฟส,กฟส.อ่าวนาง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",195
ตรัง,กฟจ,กฟจ.ตรัง,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",197
ตรัง,กฟส,กฟส.ห้วยยอด,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",197
ตรัง,กฟส,กฟส.กันตัง,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",197
ตรัง,กฟส,กฟส.สิเกำ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.วังวิเศษ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.ย่านตาขาว,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",197
ตรัง,กฟส,กฟส.ปะเหลียน,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",197
ตรัง,กฟส,กฟส.นำโยง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.เกำะลิบง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.เกาะมุกด์,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.เกำะสุกร,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.หำดสำรำญ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.รัษฎำ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.เมืองตรัง,L,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.431, 0.106, 0.416)",197
ตรัง,กฟส,กฟส.ห้วยยอด,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",197
ตรัง,กฟส,กฟส.กันตัง,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",197
ตรัง,กฟส,กฟส.สิเกำ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.วังวิเศษ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.ย่านตาขาว,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",197
ตรัง,กฟส,กฟส.ปะเหลียน,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",197
ตรัง,กฟส,กฟส.นำโยง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.เกำะลิบง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.เกาะมุกด์,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.เกำะสุกร,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.หำดสำรำญ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",197
ตรัง,กฟส,กฟส.รัษฎำ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",197
นครศรีธรรมรำช,กฟจ,กฟจ.นครศรีธรรมรำช,L,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.0, 0.439, 0.753)",199
นครศรีธรรมรำช,กฟส,กฟส.ทุ่งสง,L,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.431, 0.106, 0.416)",199
นครศรีธรรมรำช,กฟส,กฟส.ลำนสกำ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.นำบอน,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.ร่อนพิบูลย์,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.ชะอวด,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.พรหมคีรี,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.พระพรหม,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.เฉลิมพระเกียรติ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.จุฬาภรณ์,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.บำงขัน,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.ปำกพนัง,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",199
นครศรีธรรมรำช,กฟส,กฟส.ท่าศาลา,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",199
นครศรีธรรมรำช,กฟส,กฟส.ฉวำง,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.ช้างกลาง,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.ทุ่งใหญ่,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.เชียรใหญ่,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.หัวไทร,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.นบพิตำ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.สิชล,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.ขนอม,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.พิปูน,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.ถ้ำพรรณรำ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.เมืองนครศรีธรรมรำช,L,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.431, 0.106, 0.416)",199
นครศรีธรรมรำช,กฟส,กฟส.ทุ่งสง,L,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.431, 0.106, 0.416)",199
นครศรีธรรมรำช,กฟส,กฟส.ลำนสกำ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.นำบอน,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.ร่อนพิบูลย์,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.ชะอวด,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.พรหมคีรี,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.พระพรหม,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.เฉลิมพระเกียรติ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.จุฬาภรณ์,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.บำงขัน,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.ปำกพนัง,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",199
นครศรีธรรมรำช,กฟส,กฟส.ท่าศาลา,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",199
นครศรีธรรมรำช,กฟส,กฟส.ฉวำง,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.ช้างกลาง,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.ทุ่งใหญ่,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.เชียรใหญ่,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.หัวไทร,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.นบพิตำ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.สิชล,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.ขนอม,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",199
นครศรีธรรมรำช,กฟส,กฟส.พิปูน,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",199
นครศรีธรรมรำช,กฟส,กฟส.ถ้ำพรรณรำ,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",199
พังงำ,กฟจ,กฟจ.พังงำ,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.635, 0.016)",201
พังงำ,กฟส,กฟส.ตะกั่วป่า,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",201
พังงำ,กฟส,กฟส.กะปง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",201
พังงำ,กฟส,กฟส.ท้ายเหมือง,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",201
พังงำ,กฟส,กฟส.ตะกั่วทุ่ง,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",201
พังงำ,กฟส,กฟส.ทับปุด,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",201
พังงำ,กฟส,กฟส.คุระบุรี,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",201
พังงำ,กฟส,กฟส.บ้านเขาหลัก,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",201
พังงำ,กฟส,กฟส.เมืองพังงำ,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",201
พังงำ,กฟส,กฟส.ตะกั่วป่า,M,เดิม (1 ต.ค. 2568),legend หน้านี้,"(1.0, 0.855, 0.612)",201
พังงำ,กฟส,กฟส.กะปง,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",201
พังงำ,กฟส,กฟส.ท้ายเหมือง,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",201
พังงำ,กฟส,กฟส.ตะกั่วทุ่ง,S,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.847, 0.573, 0.733)",201
พังงำ,กฟส,กฟส.ทับปุด,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",201
พังงำ,กฟส,กฟส.คุระบุรี,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",201
พังงำ,กฟส,กฟส.บ้านเขาหลัก,XS,เดิม (1 ต.ค. 2568),legend หน้านี้,"(0.996, 1.0, 0.996)",201
สุราษฎร์ธานี,กฟจ,กฟจ.สุราษฎร์ธานี,L,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.0, 0.439, 0.753)",203
สุราษฎร์ธานี,กฟส,กฟส.เกำะสมุย,L,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.431, 0.106, 0.416)",203
สุราษฎร์ธานี,กฟส,กฟส.บ้านนาสาร,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",203
สุราษฎร์ธานี,กฟส,กฟส.บ้านนาเดิม,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",203
สุราษฎร์ธานี,กฟส,กฟส.เกาะเต่า,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",203
สุราษฎร์ธานี,กฟส,กฟส.พุนพิน,L,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.431, 0.106, 0.416)",203
สุราษฎร์ธานี,กฟส,กฟส.กาญจนดิษฐ์,M,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(1.0, 0.855, 0.612)",203
สุราษฎร์ธานี,กฟส,กฟส.เกำะพะงัน,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",203
สุราษฎร์ธานี,กฟส,กฟส.ท่าฉาง,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",203
สุราษฎร์ธานี,กฟส,กฟส.ไชยำ,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",203
สุราษฎร์ธานี,กฟส,กฟส.ดอนสัก,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",203
สุราษฎร์ธานี,กฟส,กฟส.เคียนซำ,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",203
สุราษฎร์ธานี,กฟส,กฟส.บ้านตาขุน,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",203
สุราษฎร์ธานี,กฟส,กฟส.ท่าชนะ,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",203
สุราษฎร์ธานี,กฟส,กฟส.คีรีรัฐนิคม,S,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.847, 0.573, 0.733)",203
สุราษฎร์ธานี,กฟส,กฟส.พนม,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",203
สุราษฎร์ธานี,กฟส,กฟส.วิภำวดี,XS,ใหม่ (1 ม.ค. 2569),legend หน้านี้,"(0.996, 1.0, 0.996)",203
